# pinky_proximal_joint ring_proximal_joint middle_proximal_joint index_proximal_joint thumb_proximal_pitch_joint thumb_proximal_yaw_joint
1.249002456665039 1.1115742921829224 0.9601370692253113 0.6504189372062683 0.30767330527305603 0.9773472547531128
1.2559469938278198 1.11588397026062 0.9627490401268005 0.6478263735771179 0.306672477722168 1.0020192623138429
1.262329888343811 1.1194914293289184 0.9650371241569519 0.646363127231598 0.3055860710144043 1.0311219024658205
1.2673267698287964 1.1224308977127075 0.9669528617858887 0.645178964138031 0.30470205640792847 1.0547962846755983
1.271274302482605 1.1247973735809327 0.9685499798774719 0.6442541522979737 0.3039660795211792 1.074093370628357
1.274418762588501 1.1267016884231569 0.9698771342849731 0.6435200487136841 0.30338614334106445 1.0898570767974856
1.2769242694091798 1.128224901878357 0.9709629261665345 0.6429269245910645 0.30291657367897035 1.1027664702682496
1.278910292793274 1.129429167527771 0.9718566651481628 0.642466956905365 0.30251511509857176 1.113367069685364
1.2804839957626344 1.1303883361965943 0.9726172419657898 0.6421360568458557 0.3021671738278198 1.1220971734713747
1.2817228117681885 1.1311377182126465 0.9732334401027832 0.6418928063912964 0.3018642100533905 1.1293102098616945
1.2826859219151612 1.131708422861133 0.9737294265283325 0.6417278176151734 0.3015969064109375 1.1352916394164552
1.2834447275223633 1.132156713455227 0.9741271574221594 0.6416164974850831 0.3013733479398767 1.1402695206396094
1.2840468605853954 1.1325129617447114 0.9744456282395159 0.6415419014678333 0.3011904361262544 1.1444280884736626
1.284526516636041 1.1327972928042773 0.9747005002608327 0.6414923455227164 0.3010421993267237 1.1479161852259516
1.2849093831696725 1.133024543075209 0.974904421719744 0.6414597817984221 0.30092256084535113 1.150854148360815
1.2854154473240071 1.1332143779980701 0.9752100497506732 0.6415720970413683 0.30102575672033305 1.15347564847686
1.2859047941919084 1.1333545395841251 0.9755091500300307 0.6417744708841322 0.30117718658735654 1.155819397222345
1.2863360399052235 1.1334761817542751 0.9758168444647899 0.6420475922254942 0.3013215286087219 1.1579190342039625
1.2866975588834073 1.1335761896203391 0.9760845172893612 0.6423424190066832 0.30144499520867857 1.1598038076091417
1.286994546511633 1.1336664240702337 0.9763531580362008 0.6426380638903442 0.3015517316691859 1.1615001677456385
1.2872458695243698 1.1337560161864237 0.9766267096832026 0.6428949288229993 0.30165994941654073 1.163029727854958
1.2874724625643812 1.1338627135686459 0.9769190077650253 0.6430891912540476 0.3017642083125295 1.164412019664948
1.2876794862029333 1.1339799957221652 0.9772353152169946 0.6432588943927035 0.30185930986062537 1.1656630023438967
1.2878640355489555 1.1340996183352394 0.9775583012687494 0.6434138615201748 0.3019439324446984 1.1667962300077468
1.2880327512281657 1.1342442876018464 0.9778990518083039 0.6435836354311972 0.30199212191172187 1.1678240003025842
1.2881840554442026 1.134416504376521 0.9782635149184754 0.6437841136786675 0.30200898335510684 1.1687565566568623
1.2883222411128694 1.134587394136898 0.9786385438302271 0.6440064970281391 0.302014461645557 1.169602856752797
1.288445473516211 1.1347450390964446 0.9789906375773042 0.6442297509214614 0.30200968900447966 1.1703716164569251
1.2885492808057666 1.1348770201611278 0.9792889184290003 0.6444394080560473 0.3020023482571116 1.1710701660903449
1.2886333041535853 1.1351266098346517 0.9797477345890865 0.6446792792257521 0.3019964279755013 1.1717049182726664
1.2886949676789474 1.1353654060623015 0.9801895555835617 0.6449555286548021 0.30196942345492495 1.1722831250249324
1.2887348571235047 1.1355596140115234 0.9805721948132239 0.6454696996038344 0.301928424487054 1.1728095627640864
1.2887822897286498 1.1357420408796288 0.9809379942882317 0.6462131057600329 0.3019057521419045 1.1732889109305684
1.2888318706394262 1.135895730977934 0.9812357479467597 0.6470158508952577 0.301912290588722 1.173726295904489
1.288876422948919 1.1360209241912218 0.9814756317245648 0.6478005497881666 0.3019268792754057 1.174125604213215
1.2889141151962933 1.1361217224920155 0.9816680871095407 0.6485259770734226 0.3019420847801878 1.1744903503902253
1.2889451273010777 1.1362025518675138 0.9818222421523848 0.6491732549177103 0.30195556644666305 1.1748236798483132
1.2889702946127737 1.1362672630516282 0.9819456257913048 0.6497369489277596 0.30196682861700147 1.1751284427037239
1.2889905715132781 1.1363190558407776 0.9820443446233698 0.6502193277045245 0.3019759992858131 1.1754071813098907
1.2890625829811913 1.1363448498133082 0.9820947213804585 0.650634556211166 0.3020517440716711 1.175662597121582
1.2891435810181318 1.1363609788801876 0.9821255575685391 0.6509868615445553 0.3021383156045506 1.1758967320933227
1.289172020614371 1.1363144205400633 0.9820831474517735 0.6512667746207761 0.3021933809649332 1.1761105760585693
1.2891488051893119 1.136218713632368 0.981963484037316 0.6514628339498557 0.30221683984846937 1.1763063275537036
1.2890989046479704 1.1361065998960678 0.9818176496413519 0.6515947428297454 0.30222626094699756 1.1764857930915469
1.2890458950349046 1.1360067284336999 0.9816844358751908 0.6516831872424645 0.3022302692308494 1.1766504178823562
1.2889914472062074 1.135919011134411 0.9815778648622621 0.6517490671126972 0.3022279385864312 1.176801381936195
1.2889384475675172 1.1358377508310518 0.9814853720480433 0.6517927230238064 0.30222925695892766 1.176939653102972
1.2888840554020362 1.1357608216594093 0.9814056438298409 0.6518213654231345 0.302226282382938 1.1770659341370409
1.2888306949823345 1.1356918635042852 0.9813382372928766 0.6518450303611212 0.3022051749427579 1.1771813594464735
1.2887911060881014 1.1356456138350444 0.9813158786831783 0.6518875180671257 0.3021715937296122 1.1772864789298594
1.2887607224330422 1.1356111413365901 0.9813083749245395 0.6519376014860188 0.3021384643109298 1.1773822808688021
1.288727284077415 1.1355737404923678 0.9812930020674697 0.6519914368940762 0.3020905925108318 1.1774692936281472
1.288690090659149 1.1355373109897804 0.9812881662833398 0.6520836790524619 0.3020154415188888 1.1775478206904817
1.2886681560539306 1.1355318185107575 0.9813514482488398 0.6522745839852251 0.30190794695366696 1.1776178187395803
1.2886530640811205 1.1356052681936157 0.9815637216178706 0.6527486127295619 0.30165178004065574 1.1776792292806046
1.2875731613707924 1.1353100240336524 0.9823171055482333 0.6551641568882088 0.30089388826020097 1.1775286106278529
1.2846339485225982 1.1330613374794853 0.9834014539850954 0.659813574579781 0.299696642466605 1.1761964724866574
1.2798822038315063 1.1297549390860664 0.9833434037314418 0.6703993730763004 0.29711774850544953 1.1688572539018014
1.2759234756582836 1.1259124107415093 0.9826876848496249 0.6783204597647512 0.29470723958538075 1.1602955637873347
1.2728425145430453 1.1237725359006414 0.9826222204810182 0.6847652016016263 0.2929558463233797 1.152318467974753
1.2703683996425539 1.1218411002003106 0.9824688429550965 0.6899280522610679 0.2915218835940431 1.1455520075798755
1.2683852453411792 1.1202353217953802 0.9823166008724085 0.6940625885602582 0.29036081360741217 1.13979217864996
1.2527146688605288 1.1033422930045416 0.9722839256869404 0.7122524006745615 0.26111832977901905 1.1261880911026463
1.2376224558754714 1.086414288123726 0.9616674034394144 0.7259083329503853 0.2344200847273748 1.1150414162186038
1.2173428425156236 1.0630899752301208 0.945341908820257 0.7279502820066706 0.21150834810540525 1.1063638300345144
1.1950462014645864 1.0371775337157434 0.9251421999039534 0.7202357944720662 0.1964217092736995 1.0937411046541374
1.1707937599158709 1.0067839152095943 0.8976630934955504 0.704561745871995 0.18912166982050227 1.0627540951185737
1.1510920429973939 0.9811265569113278 0.8746952230836412 0.6908960626521858 0.184010534518206 1.0349672321648051
1.1165338440536767 0.9312566003149814 0.8296033593102663 0.6620406258900287 0.18334490281998625 0.9652173784709493
1.0804224359034944 0.8678302590804152 0.7761146666275953 0.6278765955606558 0.18360467134046166 0.8806241724758561
1.0495475091170827 0.7984188178981823 0.7108805431260661 0.588270533803261 0.1861337294429748 0.801324937651095
1.0234802967414507 0.7195356352969393 0.6410330198871291 0.545347014048224 0.18700242799522152 0.7213866622523762
1.0011506681525906 0.6482140134846676 0.5898473650349932 0.5138604950734181 0.18762209126950638 0.649228208166464
0.9846325639791648 0.5557285347442236 0.5226475727664437 0.4736829051834904 0.1838644731807815 0.5760083559370865
0.9749446490532049 0.4593383808025047 0.45392449952022285 0.43406747773985566 0.17737468689824 0.5099763831072514
0.9708108766178996 0.37014567783928515 0.3864502788134897 0.39507920837959054 0.16806932973976815 0.4507461069483331
0.973834622963326 0.29591654226192865 0.3242534870345183 0.35935605602709775 0.15665067484470913 0.3965008847680705
1.0732676895968571 0.23653323380004343 0.2745133851519257 0.33065394093392947 0.14682381252839333 0.3523176008675112
1.152814142903682 0.18902658703053526 0.22696498400378468 0.30488992456435093 0.13516228517209822 0.3131029839685451
1.216451305549142 0.15102126961492873 0.1839372175994177 0.2819835869378958 0.1244526673977799 0.27883388482498256
1.2673610356655098 0.1206170156824435 0.14946105891964112 0.263635902834504 0.11589143283170276 0.25136075622214576
1.3080888197586042 0.09629361253645531 0.12172200960766295 0.24862105189368658 0.10909890120825619 0.22919571166335503
1.3406710470330796 0.07683489001966476 0.09939476241698678 0.23631921540582604 0.1037010410277164 0.21129944137810835
1.36673682885266 0.061267912006232314 0.08141493852709385 0.22622585400648457 0.09940630118831921 0.1968366172876292
1.3875894543083243 0.04881432959548636 0.06692795835057617 0.2179308631396893 0.09598602440583649 0.1851360801431603
1.4042715546728557 0.038851463666889595 0.055247793962019454 0.21110117621235874 0.09326011607351258 0.1756586614110523
1.4176172349644809 0.030881170924012186 0.045823760375943004 0.20546641498416923 0.09108628566505396 0.16797125600643584
1.428293779197781 0.02450493672971026 0.04893607575342355 0.2009516024558565 0.09037864991380282 0.161048024001659
1.436835014584421 0.019403949374268717 0.051612179159286 0.19735697519531417 0.08979869962416893 0.15548615980382047
1.4436680028937332 0.015323159489915483 0.05391809447937201 0.19449651429454937 0.08932526821440702 0.15101554157920902
1.449134393541183 0.012058527582432896 0.055927830273572524 0.19223246724923812 0.08896905811267095 0.1474261813369451
1.4535075060591427 0.009446822056446827 0.057751042016080154 0.1904980600001046 0.08865380342115559 0.14454430703378185
1.4570059960735104 0.007357457635657971 0.0594288879575182 0.18919573606027199 0.08835253759471255 0.14221774330978762
1.4598047880850047 0.005685966099026886 0.06091349762216004 0.1882378687935911 0.0880240983307177 0.140319605996173
1.4620438216942 0.004348772869722019 0.06218255761492088 0.1875517730297917 0.08763466916798068 0.13874883181251
1.4638350485815563 0.003279018286278125 0.06323548319520819 0.18708380674380254 0.0871512767062069 0.13742723744230995
1.4652680300914414 0.00242321461952301 0.06410563071634187 0.18678910724368247 0.08655337155941971 0.13629171892895325
1.4664144152993495 0.0017385716861189177 0.06480893407317649 0.18663089626667145 0.08585957367089468 0.1352999470225495
1.4673315234656759 0.001190857339395644 0.06535304269435128 0.1865820787639399 0.08510996791813435 0.13442430787019108
1.468065209998737 0.0007526858620170249 0.06570868139459388 0.18662824450262225 0.08431868567541172 0.133643348159251
1.468652159225186 0.0004021486801141297 0.06592350707446493 0.18673948024374515 0.0835575084048504 0.13294676871447356
1.469121718606345 0.00012171893459181349 0.06600508297280436 0.18691390017400003 0.0828171905007358 0.13232714677928759
1.4694973661112722 -0.00010262486182603949 0.06599805964864067 0.1871420354424303 0.08212419091672862 0.13178082700633106
1.4697978841152142 -0.00028209989896032183 0.06592817228108065 0.18740305191504042 0.08150090765167209 0.1312979292556691
1.4700382985183675 -0.0004256799286677477 0.06580779847359194 0.18770140319051012 0.08093798550930764 0.13087417039752386
1.4702306300408903 -0.0005405439524336884 0.06565392432098019 0.1880197845616473 0.08044338687632199 0.13050112905884093
1.4703844952589085 -0.000632435171446441 0.0654792923131341 0.18834558309861288 0.08001713972786043 0.13017169859237915
1.470507587433323 -0.0007059481466566431 0.06529340204785301 0.18866972471672905 0.07965498534042814 0.12987988969665723
1.4706060611728549 -0.0007647585268248047 0.06510326311739313 0.1889858084551383 0.07935059610763533 0.12962065165028538
1.47068484016448 -0.0008118068309593341 0.06483203507067384 0.18899100026543053 0.07899364516146455 0.1293504110955045
1.4707478633577804 -0.0008494454742669575 0.06452149420262672 0.18877941768213202 0.07864940512186268 0.12905479546251658
1.4707982819124206 -0.0008795563889130563 0.06429094737197 0.1884664954808878 0.0783588779807566 0.12871352991154006
1.4708386167561327 -0.0009036451206299353 0.06412246458073487 0.18808832065801043 0.07811601502422319 0.12834553150884478
1.4708708846311025 0.01725205960864284 0.07636623686424915 0.20238869227202907 0.07735647593119802 0.13003094576638674
1.4708966989310783 0.04838918592925436 0.09748051051991799 0.22844442397143186 0.07540344414455939 0.13398262030157831
1.4709173503710589 0.08760220465179736 0.1260981151238888 0.2634306642992158 0.07257468674455682 0.13884977631786177
1.4709338715230433 0.13146293685528798 0.16031609485751863 0.3037691011892048 0.06943060496548493 0.1436022401493288
1.4629265682343648 0.18145093739583623 0.20000191935067554 0.3474749958408902 0.06623845280488078 0.15028539543481642
1.4078717960074747 0.23395367598974331 0.24572057849697415 0.39181067036732276 0.06401934186641171 0.1584395815541901
1.3292463408434554 0.29326402454728784 0.2933361337704034 0.4360886811188399 0.0628802634082142 0.16714549756928745
1.2528167237062584 0.3524692003659797 0.3425777996478535 0.477451300539298 0.061501810495209974 0.1746533240627008
1.188869096376048 0.40046431579052544 0.3841954465626126 0.5108675288500175 0.06084394617410682 0.18068789150323528
1.1380445778668296 0.4552299416689804 0.43210524288165136 0.5436429323626983 0.06068255286242312 0.1869665639083072
1.0985953784227667 0.5063579826854651 0.4771381852416004 0.5729745818673315 0.06108017787000136 0.19314682733857508
1.06790358831408 0.5507076739710954 0.5185303042243167 0.5991828595398857 0.06258423745362438 0.19832595786924262
1.0441998681221196 0.5899449276480982 0.5549784620531594 0.6230712059973871 0.06311893409274798 0.20219488125224988
1.0254370443657073 0.6240382661464937 0.5863949910742596 0.6454302170943574 0.06382842318839058 0.20520988449398742
1.010256757150891 0.6531231061651808 0.6135701382909262 0.6667196352538551 0.06474873091082751 0.20801069116547954
0.9975800433244725 0.6773719395029149 0.6371814127567644 0.6868462124869892 0.06666223885854863 0.21251765708887776
